时间(s),X坐标(m),Y坐标(m)
799.075325000049,3.8137216726109413,4.009242006023743
799.175325000049,3.8099559321824072,4.014258594815048
799.2753250000491,3.806179979824484,4.019267877247801
799.3753250000491,3.8023938296990343,4.024269832538813
799.4753250000491,3.79859749601559,4.029264439935931
799.5753250000491,3.794790993017788,4.034251678709065
799.6753250000492,3.7909743349969425,4.039231528159496
799.7753250000492,3.787147536288279,4.044203967617236
799.8753250000492,3.7833106112580426,4.0491689764328305
799.9753250000492,3.7794635743328575,4.05412653399687
800.0753250000492,3.775606439960246,4.059076619713807
800.1753250000493,3.7717392226480766,4.064019213028516
800.2753250000493,3.767861936934885,4.068954293406456
800.3753250000493,3.7639745974029717,4.073881840342552
800.4753250000493,3.7600772186817055,4.078801833363732
800.5753250000494,3.756169815434127,4.083714252019686
800.6753250000494,3.752252402370333,4.08861907589243
800.7753250000494,3.748324994243765,4.093516284593606
800.8753250000494,3.7443876058384786,4.098405857756014
800.9753250000495,3.7404402519981295,4.103287775053718
801.0753250000495,3.736482947586997,4.108162016175067
801.1753250000495,3.7325157075289135,4.113028560850058
801.2753250000495,3.728538546777975,4.117887388829889
801.3753250000495,3.7245514803314608,4.122738479896112
801.4753250000496,3.720554523233086,4.12758181386324
801.5753250000496,3.716547690559792,4.132417370569218
801.6753250000496,3.7125309974349445,4.137245129885278
801.7753250000496,3.708504459024673,4.142065071713146
801.8753250000497,3.7044680905253022,4.146877175976333
801.9753250000497,3.7004219071919433,4.151681422640824
802.0753250000497,3.6963659243000473,4.156477791687307
802.1753250000497,3.692300157183811,4.161266263139311
802.2753250000497,3.6882246212072722,4.16604681704218
802.3753250000498,3.6841393317770588,4.1708194334724995
802.4753250000498,3.680044304345576,4.175584092540749
802.5753250000498,3.675939554397999,4.180340774381517
802.6753250000498,3.6718250974652746,4.185089459163606
802.7753250000499,3.6677009491205124,4.189830127087192
802.8753250000499,3.6635671249665913,4.194562758374843
802.9753250000499,3.659423640664339,4.199287333292791
803.0753250000499,3.6552705118946376,4.204003832122375
803.17532500005,3.65110775439626,4.208712235188981
803.27532500005,3.646935383937395,4.213412522840409
803.37532500005,3.6427534163282127,4.218104675456555
803.47532500005,3.638561867423995,4.222788673452136
803.57532500005,3.6343607531123157,4.227464497266652
803.6753250000501,3.630150089325839,4.232132127374742
803.7753250000501,3.6259298920387826,4.236791544283269
803.8753250000501,3.6217001772546924,4.241442728522095
803.9753250000501,3.6174609610342037,4.2460856606659085
804.0753250000502,3.613212259457704,4.250720321304925
804.1753250000502,3.6089540886626086,4.255346691074568
804.2753250000502,3.604686464815307,4.25996475063328
804.3753250000502,3.600409404123528,4.264574480672453
804.4753250000502,3.5961229228394362,4.269175861919209
804.5753250000503,3.5918270372470014,4.273768875126103
804.6753250000503,3.5875217636745944,4.278353501081744
804.7753250000503,3.5832071184914915,4.2829297206078145
804.8753250000503,3.578883118095848,4.287497514549586
804.9753250000504,3.574549778942028,4.292056863798311
805.0753250000504,3.5702071175038474,4.2966077492611685
805.1753250000504,3.5658551503112514,4.301150151891708
805.2753250000504,3.5614938939227043,4.305684052667082
805.3753250000505,3.557123364937369,4.31020943259823
805.4753250000505,3.552743579998132,4.314726272732726
805.5753250000505,3.5483545557791816,4.319234554144209
805.6753250000505,3.543956308998398,4.323734257943291
805.7753250000505,3.5395488564139246,4.328225365274468
805.8753250000506,3.5351322148123128,4.332707857306423
805.9753250000506,3.5307064010354123,4.337181715254959
806.0753250000506,3.526271431944209,4.341646920352201
806.1753250000506,3.5218273244549056,4.346103453877776
806.2753250000507,3.5173740955117623,4.350551297135492
806.3753250000507,3.512911762099069,4.35499043146377
806.4753250000507,3.5084403412441167,4.359420838238556
806.5753250000507,3.5039598500049864,4.363842498862503
806.6753250000507,3.499470305482719,4.368255394776108
806.7753250000508,3.494971724817945,4.372659507454578
806.8753250000508,3.49046412517923,4.377054818397876
806.9753250000508,3.485947523789509,4.381441309154214
807.0753250000508,3.481421937890529,4.38581896128851
